"label","target","source"
"Cyrk rodzinny","Danilo Kiš","Krzysztof Varga"
"Cyrk rodzinny","Danilo Kiš","Danuta Cirlić-Straszyńska"
"Czardasz z mangalicą","Krzysztof Varga","Wojciech Nowicki"
"Czardasz z mangalicą","Krzysztof Varga","Michał Nogaś, Program 3 Polskiego Radia"
"Czarne lato","Szymon Drobniak","Adam Robiński"
"Czarne minuty","Martín Solares","„Publishers Weekly”"
"Czarne minuty","Martín Solares","Larry Rohter, „The New York Times”"
"Czarne minuty","Martín Solares","„The Nation”"
"Czarne minuty","Martín Solares","„El Pais”"
"Czarne minuty","Martín Solares","„El Mundo”"
"Czarni myśliwi","Christian Ingrao","Jan Ołdakowski"
"Czarni myśliwi","Christian Ingrao","Angelika Kuźniak"
"Czarni myśliwi","Christian Ingrao","Thomas Wieder"
"Czarnobyl","Francesco M. Cataluccio","Adam Michnik"
"Czarnobyl. Instrukcje przetrwania","Kate Brown","Piotr Pogorzelski, dziennikarz redakcji międzynarodowej Polskiego Radia"
"Czarnobyl. Instrukcje przetrwania","Kate Brown","Robert Macfarlane"
"Czarnobyl. Instrukcje przetrwania","Kate Brown","Elizabeth Kolbert"
"Czarnobylska modlitwa","Swietłana Aleksijewicz","Małgorzata Nocuń"
"Czarnobylska modlitwa","Swietłana Aleksijewicz","Krystyna Kurczab-Redlich"
"Czarny statek","Sherko Fatah","Piotr Ibrahim Kalwas"
"Czarny statek","Sherko Fatah","Die Zeit"
"Czarny statek","Sherko Fatah","Der Spiegel"
"Czarny statek","Sherko Fatah","Der Tagesspiegel"
"Czarny statek","Sherko Fatah","FAZ"
"Czas kobiet","Jelena Czyżowa","Agnieszka Wolny-Hamkało"
"Czas kobiet","Jelena Czyżowa","Siergiej Gandlewskij"
"Czas Kondora","John Dinges","„Publishers Weekly”"
"Czas Kondora","John Dinges","„San Francisco Chronicle”"
"Czas Kondora","John Dinges","Edward Koch, były burmistrz Nowego Jorku"
"Czas Kondora","John Dinges","„The Washington Post”"
"Czas Kondora","John Dinges","„The Nation”"
"Czas odnaleziony","Halina Rubin","Mikołaj Grynberg"
"Czasy secondhand","Swietłana Aleksijewicz","Agnieszka Holland"
"Czekając na Turka","Andrzej Stasiuk","Andrzej Stasiuk"
"Czekając na Turka","Andrzej Stasiuk","Bartosz Marzec"
"Czerniawski","Andrzej Brzeziecki","Vincent V. Severski"
"Czerwona strzała","William Brewer","Szymon Kloska"
"Czerwona strzała","William Brewer","Jonathan Russell Clark"
"Czerwona strzała","William Brewer","Nathan Hill"
"Czerwona strzała","William Brewer","Charles Yu"
"Czerwona strzała","William Brewer","„Scientific American”"
"Czerwona strzała","William Brewer","„Kirkus Reviews”"
"Czerwona strzała","William Brewer","Dexter Palmer, „The New York Times”"
"Czerwona strzała","William Brewer","Taylor Antrim, „Vogue”"
"Czerwona strzała","William Brewer","Kevin Canfield, „San Francisco Chronicle”"
"Czerwona strzała","William Brewer","Kimberly King Parsons"
"Czerwona strzała","William Brewer","Anna Wiener"
"Czerwone fragmenty","Maggie Nelson","Juliusz Kurkiewicz, „Książki. Magazyn do Czytania”"
"Czerwone fragmenty","Maggie Nelson","David Nicholls"
"Czerwone fragmenty","Maggie Nelson","Rachel Cooke, „Observer”"
"Czerwone fragmenty","Maggie Nelson","Elle.com"
"Czerwone fragmenty","Maggie Nelson","„San Francisco Chronicle”"
"Czerwone fragmenty","Maggie Nelson","„Kirkus Reviews”"
"Czerwone fragmenty","Maggie Nelson","„The New York Times Book Review”"
"Czerwony pluton","Clinton Romesha","Maciej Czarnecki"
"Czerwony pluton","Clinton Romesha","Hampton Sides, autor książek „Krew i burza” i „Ogar piekielny ściga mnie”"
"Czerwony pluton","Clinton Romesha","„Publishers Weekly”"
"Czerwony pluton","Clinton Romesha","„Grand Forks Herald”"
"Czerwony pluton","Clinton Romesha","„Kirkus Reviews”"
"Czerwony pluton","Clinton Romesha","„Star Tribune”"
"Czerwony rynek","Scott Carney","prof. Zbigniew Szawarski, Przewodniczący Komitetu Bioetyki przy Prezydium PAN"
"Czerwony rynek","Scott Carney","Maciej Grabysa, reżyser i scenarzysta filmu „Mitzvah. Podziel się swoją nerką”, Grand Prix dla najlepszego polskiego filmu na HumanDoc Festiwal,Warszawa 2013"
"Czerwony rynek","Scott Carney","„The Wall Street Journal”"
"Czerwony śnieg na Etnie","Jarosław Mikołajewski","Autorzy"
"Czerwony śnieg na Etnie","Paweł Smoleński","Autorzy"
"Czerwony świt","Jędrzej Pasierski","Marta Guzowska"
"Czesałam ciepłe króliki","Dariusz  Zaborek","Enoch Root, czytelnik"
"Człowiek jest tylko bażantem na tym świecie","Herta Müller","Danuta Kowalik"
"Człowiek, który siedział","Aleksiej Fiediarow","Jerzy Czech"
"Człowiek o twardym karku","Dariusz Rosiak","Maciej Zięba OP"
"Człowiek o twardym karku","Dariusz Rosiak","Henryk Grynberg"
"Człowiek z małą bombą","Kacper Rękawek","Ernest Zozuń, Polskie Radio"
"Czuły punkt","Elisabeth Åsbrink","Åsa Linderborg, SVT"
"Czuły punkt","Elisabeth Åsbrink","Per Svensson, „Sydsvenska Dagbladet”"
"Czwarty napastnik","Kjell Ola Dahl","Dagbladet"
"Czwarty napastnik","Kjell Ola Dahl","The Sunday Telegraph"
"Czwarty napastnik","Kjell Ola Dahl","Münchner Merkur"
"Czwarty napastnik","Kjell Ola Dahl","Neues Deutschland"
"Czynny do odwołania","Marcin Świetlicki","Justyna Jaworska"
"Czysta biała rasa","Frank Westerman","„The Financial Times”"
"Czysta biała rasa","Frank Westerman","„The Times”"
"Czysta biała rasa","Frank Westerman","„The Sunday Telegraph”"
"Czysta biała rasa","Frank Westerman","„Good Book Guide”"
"Daleko","Magdalena Gołębiowska","Natasza Goerke"
"Delhi","Rana Dasgupta","Paulina Wilk"
"Delhi","Rana Dasgupta","William Dalrymple"
"Delhi","Rana Dasgupta","„Financial Times”"
"Delhi","Rana Dasgupta","„The New Yorker”"
"Depeche Mode","Serhij Żadan","Ziemowit Szczerek"
"Detroit","Charlie LeDuff","Alexandra Fuller, autorka „Rozmów pod drzewem zapomnienia” i „Dziś wieczorem nie schodźmy na psy”"
"Detroit","Charlie LeDuff","„Newsweek”"
"Detroit","Charlie LeDuff","„The Wall Street Journal”"
"Detroit","Charlie LeDuff","„Kirkus”"
"Detroit","Charlie LeDuff","Eric Schlosser"
"Detroit","Charlie LeDuff","Ike McKinnon, emerytowany szef policji Detroit"
"Diabeł tkwi w serze","Jurij Andruchowycz","Jurij Andruchowycz w rozmowie z Bartoszem Marcem"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Dorota Masłowska"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Józef Sobański"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Marta Cuber"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Katarzyna Piątek"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Grzegorz Pyszczek"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Marta Mizuro"
"Dlaczego dziecko gotuje się w mamałydze","Aglaja Veteranyi","Anna Rau"
"Dlaczego rozstrzelali Stanisławów","Martin Pollack","Henryk M. Broder"
"Dlaczego rozstrzelali Stanisławów","Martin Pollack","Paul Jandl"
"Dlaczego rozstrzelali Stanisławów","Martin Pollack","Stefanie Peter"
"Długi marsz w połowie meczu","Ben Fountain","Michał Nogaś"
"Długi marsz w połowie meczu","Ben Fountain","„Los Angeles Times”"
"Długi marsz w połowie meczu","Ben Fountain","„Dallas Morning News”"
"Długi marsz w połowie meczu","Ben Fountain","„Huffington Post”"
"Długi marsz w połowie meczu","Ben Fountain","„Washington Post”"
"Długi marsz w połowie meczu","Ben Fountain","„Texas Monthly”"
"Długi marsz w połowie meczu","Ben Fountain","„Nashville City Paper”"
"Długi marsz w połowie meczu","Ben Fountain","„Booklist”"
"Długi taniec za kurtyną","Grzegorz Szymanik","Tomasz Grzywaczewski"
"Długi taniec za kurtyną","Julia Wizowska","Tomasz Grzywaczewski"
"Dno oka","Wojciech Nowicki","Marek Bieńczyk"
"Dno oka","Wojciech Nowicki","Michał Paweł Markowski"
"Dno oka","Wojciech Nowicki","Bogdan Dziworski"
"Dno oka","Wojciech Nowicki","Kuba Dąbrowski"
"Dobry brat, zły brat","Matti Rönkä","Helge Hopp"
"Dobry brat, zły brat","Matti Rönkä","Satakunnan Kansa"
"Dobry brat, zły brat","Matti Rönkä","Ulrich Noller"
"Dobry wilk","Lars Berge","Adam Robiński"
"Dobry wilk","Lars Berge","Po Tidholm, „Svenska Dagbladet”"
"Dobry wilk","Lars Berge","Torgny Nordin, „Göteborgs-Posten”"
"Dobry wilk","Lars Berge","Amanda Svensson, „Sydsvenskan”"
"Dobry wilk","Lars Berge","Åsa Linderborg, „Aftonbladet”"
"Dobry wilk","Lars Berge","Mattias Göransson, „Filter”"
"Dobrzy ludzie w czasach zła","Svetlana Broz","Svetlana Broz"
"Dobrzy ludzie w czasach zła","Svetlana Broz","zposłowia Dawida Warszawskiego"
"Do dziś liczymy zabitych","Frances  Harrison","Joanna Bator"
"Do dziś liczymy zabitych","Frances  Harrison","Roma Tearne, autorka „Mosquito”"
"Do dziś liczymy zabitych","Frances  Harrison","Sri Lanka Campaign for Peace and Justice (Kampania na rzecz Pokoju i Sprawiedliwości w Sri Lance)"
"Do dziś liczymy zabitych","Frances  Harrison","Helena Williams, „Huffington Post”"
"Do dziś liczymy zabitych","Frances  Harrison","Ellen Otzen, „Alert Net”"
"Do dziś liczymy zabitych","Frances  Harrison","Emanuel Stoakes, „Huffington Post”"
"Do dziś liczymy zabitych","Frances  Harrison","James Crabtree, “Financial Times”"
"Dojczland","Andrzej Stasiuk","Przemysław Czapliński"
"Dojczland","Andrzej Stasiuk","Dariusz Nowacki"
"Dojczland","Andrzej Stasiuk","Artur Madaliński"
"Dojczland","Andrzej Stasiuk","Jarosław Klejnocki"
"Dojczland","Andrzej Stasiuk","Piotr Kofta"
"Dojczland","Andrzej Stasiuk","Paweł Gołoburda"
"Dół","Andriej Płatonow","Ze wstępu Andrzeja Stasiuka"
"Dolina Kwiatów","Niviaq Korneliussen","Ilona Wiśniewska"
"Dolina Kwiatów","Niviaq Korneliussen","Benedicte Gui de Thurah Huang, „Politiken”"
"Dolina Kwiatów","Niviaq Korneliussen","Tue Andersen Nexø, „Information”"
"Dolina Kwiatów","Niviaq Korneliussen","Lars Bukdahl, „Weekendavisen”"
"Dolina Kwiatów","Niviaq Korneliussen","Nicklas Freisleben Lund, „Jyllands-Posten”"
"Dom bez klamek","Jędrzej Pasierski","Maria Fredro-Boniecka, „Vogue Polska”"
"Dom nad rzeką Loes","Mateusz  Janiszewski","Dariusz Fedor, redaktor naczelny „Kontynentów“"
"Dom nad rzeką Loes","Mateusz  Janiszewski","Agnieszka Lichnerowicz"
"Dom ojców","Andrzej Muszyński","Grzegorz Jankowicz"
"Dom Róży","Hubert Klimko-Dobrzaniecki","Hubert Klimko-Dobrzaniecki"
"Dom Róży","Hubert Klimko-Dobrzaniecki","Dariusz Nowacki"
"Dom Róży","Hubert Klimko-Dobrzaniecki","Przemysław Czapliński"
"Donikąd","Michał Milczarek","Ziemowit Szczerek"
"Dookoła","Paul Scraton","Adam Robiński"
"Do przodu, dziewczyny!","Sara Marcus","Sylwia Chutnik"
"Do przodu, dziewczyny!","Sara Marcus","Kim Gordon"
"Do przodu, dziewczyny!","Sara Marcus","Vivian Gornick"
"Do przodu, dziewczyny!","Sara Marcus","„Vanity Fair”"
"Do przodu, dziewczyny!","Sara Marcus","„Los Angeles Times”"
"Do przodu, dziewczyny!","Sara Marcus","Allison Wolfe, „New York Press”"
"Do przodu, dziewczyny!","Sara Marcus","Johanna Fateman, Bookforum"
"Do przodu, dziewczyny!","Sara Marcus","Eileen Myles"
"Do przodu, dziewczyny!","Sara Marcus","„Publishers Weekly”"
"Do przodu, dziewczyny!","Sara Marcus","Brenda Wineapple"
"Do przodu, dziewczyny!","Sara Marcus","„Venus Zine”"
"Do przodu, dziewczyny!","Sara Marcus","„Bitch”"
"Dreamland","Sam Quinones","„Booklist”"
"Dreamland","Sam Quinones","„New York Journal of Books”"
"Dreamland","Sam Quinones","„Boston Globe”"
"Drobiazgi takie jak te","Claire Keegan","Ryszard Koziołek"
"Drobiazgi takie jak te","Claire Keegan","„The Washington Post”"
"Drobiazgi takie jak te","Claire Keegan","„Los Angeles Times”"
"Drobiazgi takie jak te","Claire Keegan","„The Times”"
"Drobiazgi takie jak te","Claire Keegan","„The Telegraph”"
"Drobiazgi takie jak te","Claire Keegan","„Minneapolis Star Tribune”"
"Drobiazgi takie jak te","Claire Keegan","„The Sunday Times"
"Droga do Bugulmy","Jáchym Topol","Max Fuzowski"
"Droga do nieba","Erica Fischer","Kinga Dunin"
"Droga do nieba","Erica Fischer","Agata Pyzik"
"Droga do wyzwolenia","Lawrence Wright","„The New York Times Book Review”"
"Droga do wyzwolenia","Lawrence Wright","„The New York Review of Books”"
"Droga do wyzwolenia","Lawrence Wright","„The A.V. Club”"
"Droga do wyzwolenia","Lawrence Wright","„Los Angeles Times”"
"Droga do wyzwolenia","Lawrence Wright","„The Guardian”"
"Droga do wyzwolenia","Lawrence Wright","„Entertainment Weekly”"
"Droga do wyzwolenia","Lawrence Wright","Associated Press"
"Droga do wyzwolenia","Lawrence Wright","„Booklist”"
"Droga do wyzwolenia","Lawrence Wright","Janet Maslin"
"Droga do wyzwolenia","Lawrence Wright","Paul Elie"
"Droga do wyzwolenia","Lawrence Wright","Evan Wright"
"Droga do wyzwolenia","Lawrence Wright","Michael Kinsley"
"Droga krajowa numer 106","Antonio Talia","Wojciech Chmielarz"
"Droga krajowa numer 106","Antonio Talia","Niccolò Zancan, „La Stampa”"
"Droga krajowa numer 106","Antonio Talia","Gaetano De Monte, „Dinamo Press”"
"Droga krajowa numer 106","Antonio Talia","Giuseppe Lorenti, „La Sicilia”"
"Droga krajowa numer 106","Antonio Talia","„Libera Informazione”"
"Druga ojczyzna","Paul Scheffer","Edwin Bendyk"
"Druga ojczyzna","Paul Scheffer","Witold Szabłowski"
"Dryblując przez granicę","Monika Sznajderman","prof. Jerzy Bralczyk"
"Dryblując przez granicę","Monika Sznajderman","Marcin Michalski"
"Dryblując przez granicę","Serhij Żadan","prof. Jerzy Bralczyk"
"Dryblując przez granicę","Serhij Żadan","Marcin Michalski"
"Drżące kadry","Piotr Czerkawski","Łukasz Maciejewski"
"Drzewa w moim lesie","Bernd Heinrich","Adam Robiński"
"Drzewa w moim lesie","Bernd Heinrich","„Kirkus Reviews”"
"Drzewa w moim lesie","Bernd Heinrich","„The New York Times”"
"Duch na wyspie","Johan Theorin","Lotta Olsson, „Dagens Nyheter”"
"Duch na wyspie","Johan Theorin","Inger Dahlman, „Dalarnas Tidning”"
"Duch na wyspie","Johan Theorin","Stig Hansen, „Helsingborgs Dagblad”"
"Duch na wyspie","Johan Theorin","Malin Lindroth, „Göteborgs-Posten”"
"Duch na wyspie","Johan Theorin","Therese Bergman, „Tidningen Kulturen”"
"Duchy Bałtyku","Paul Scraton","„Times Literary Supplement”"
"Duchy Bałtyku","Paul Scraton","„The London Magazine”"
"Duchy Bałtyku","Paul Scraton","Ian McMillan"
"Duchy Bałtyku","Paul Scraton","„Glasgow Review of Books”"
"Duchy domu","Marianne Hirsch","Piotr Paziński"
"Duchy domu","Marianne Hirsch","„Jewish Book World”"
"Duchy domu","Marianne Hirsch","Andreas Huyssen"
"Duchy domu","Marianne Hirsch","Luisa Passerini"
"Duchy domu","Marianne Hirsch","Svetlana Boym"
"Duchy domu","Marianne Hirsch","Jay Winter"
"Duchy domu","Leo Spitzer","Piotr Paziński"
"Duchy domu","Leo Spitzer","„Jewish Book World”"
"Duchy domu","Leo Spitzer","Andreas Huyssen"
"Duchy domu","Leo Spitzer","Luisa Passerini"
"Duchy domu","Leo Spitzer","Svetlana Boym"
"Duchy domu","Leo Spitzer","Jay Winter"
"Duchy Nowego Jorku","Jim Lewis","Michał Nogaś"
"Duchy Nowego Jorku","Jim Lewis","Jeffrey Eugenides"
"Duchy Nowego Jorku","Jim Lewis","Sally Mann"
"Duchy Nowego Jorku","Jim Lewis","„New York Times Book Review”"
"Duchy Nowego Jorku","Jim Lewis","„San Francisco Chronicle”"
"Duchy Nowego Jorku","Jim Lewis","Richard Price"
"Duchy Nowego Jorku","Jim Lewis","Jardine Libaire"
"Duchy Nowego Jorku","Jim Lewis","„Booklist”"
"Duchy Nowego Jorku","Jim Lewis","„Kirkus Reviews”"
"Dwadzieścia lewów albo śmierć","Karl-Markus Gauß","Grzegorz Jankowicz"
"Dwanaście kręgów","Jurij Andruchowycz","Mikołaj Trzaska"
"Dwanaście kręgów","Jurij Andruchowycz","Agata Wiśniewska"
"Dwanaście srok za ogon","Stanisław Łubieński","Michał Cichy"
"Dwanaście srok za ogon","Stanisław Łubieński","prof. dr hab. Maciej Luniak, Muzeum i Instytut Zoologii PAN"
"Dwanaścioro niepokornych","Walerij Paniuszkin","Adam Michnik"
"Dwunaste: Nie myśl, że uciekniesz","Filip Springer","Zelda Hope, czytelniczka"
"Dziady","Paweł Goźliński","Olga Tokarczuk"
"Dzieci Kazimierza","Michał P. Garapich","Adam Zagajewski"
"Dzieci Norwegii","Maciej Czarnecki","Maciej Zaremba Bielawski"
"Dzieci Szóstego Słońca","Ola Synowiec","Paweł Drozd, podcast „Brzmienie świata”"
"Dziecko w śniegu","Włodek Goldkorn","Francesco M. Cataluccio"
"Dziecko w śniegu","Włodek Goldkorn","„La Repubblica”"
"Dziecko w śniegu","Włodek Goldkorn","Romana Petri, La Nuova Sardegna"
"Dziecko w śniegu","Włodek Goldkorn","„L’Adige”"
"Dziecko w śniegu","Włodek Goldkorn","Anna Foa, „Avvenire”"
"Dziennik Hadriena i Rumianki","Hadrien Rabouin","Maciej Robert"
"Dziennik pisany później","Andrzej Stasiuk","Aleksander Kaczorowski"
"Dziennik pisany później","Andrzej Stasiuk","Bartosz Marzec"
"Dziennik pisany później","Andrzej Stasiuk","Justyna Sobolewska"
"Dziennik pisany później","Andrzej Stasiuk","Dariusz Nowacki"
"Dziennik pisany później","Andrzej Stasiuk","Maciej Robert"
"Dziennik pisany później","Andrzej Stasiuk","Marcin Wilk"
"Dziennik pisany później","Andrzej Stasiuk","Piotr Kofta"
"Dziennik roku węża","Piotr Siemion","Andrzej Stasiuk"
"Dziennik wojenny","Ingeborg Bachmann","Zofia Król"
"Dziewczyna z Buenos","Anna Elżbieta Kamieniecka","Anna E. Kamieniecka"
"Dziewczyna z Buenos","Anna Elżbieta Kamieniecka","Przemysław Gulda"
"Dziewczyna z zespołu","Kim Gordon","Robert Sankowski"
"Dziewczyństwo","Melissa Febos","Lidia Yuknavitch"
"Dziewczyństwo","Melissa Febos","Melissa Broder"
"Dziewczyństwo","Melissa Febos","Alex Marzano-Lesnevich"
"Dziewczyństwo","Melissa Febos","„The New York Times Book Review”"
"Dziewczyństwo","Melissa Febos","„The Washington Post”"
"Dziewczyństwo","Melissa Febos","„Forbes”"
"Dziewczyństwo","Melissa Febos","„The Guardian”"
"Dziewczyństwo","Melissa Febos","„The New Yorker”"
"Dziewczyństwo","Melissa Febos","„Vogue”"
"Dziewczyństwo","Melissa Febos","„Time”"
"Dziewięć","Andrzej Stasiuk","Przemysław Czapliński"
"Dziewięć","Andrzej Stasiuk","Piotr Bratkowski"
"Dziewięć","Andrzej Stasiuk","Katrin Hillgruber"
"Dziewięć","Andrzej Stasiuk","Irvine Welsh"
"Dziewięć twarzy Nowego Orleanu","Dan Baum","Wojciech Bonowicz"
"Dziewięć twarzy Nowego Orleanu","Dan Baum","„The Texas Observer”"
"Dziewięć twarzy Nowego Orleanu","Dan Baum","„The Publishers Weekly”"
"Dziewięć twarzy Nowego Orleanu","Dan Baum","„The Washington Post”"
"Dziewięć twarzy Nowego Orleanu","Dan Baum","„Bookmarks Magazine”"
"Dziewięć żywotów","William Dalrymple","Paulina Wilk"
"Dziewięć żywotów","William Dalrymple","Anka Grupińska"
"Dziewięć żywotów","William Dalrymple","The Sunday Times"
"Dzikie Wybrzeże","John Gimlette","William Boyd"
"Dzikie Wybrzeże","John Gimlette","Oliver Balch, „The Guardian”"
"Dzikie Wybrzeże","John Gimlette","Michael Jacobs, „The Spektator”"
"Dzikie Wybrzeże","John Gimlette","„The Wall Street Journal”"
"Dzikie Wybrzeże","John Gimlette","Liesl Schillinger, „The New York Times”"
"Dzikie Wybrzeże","John Gimlette","„The Financial Times”"
"Dzikie Wybrzeże","John Gimlette","„The Globe and Mail”"
"Dzikie Wybrzeże","John Gimlette","Tomasz Pindel"
"Dzikie Wybrzeże","John Gimlette","Dariusz Fedor redaktor naczelny „Kontynentów”"
